SG_UF,NM_MUNICIPIO,CD_TSE,CD_IBGE
MG,OLARIA,49077,3145406
BA,OLIVEIRA DOS BREJINHOS,37656,2923209
MG,RUBELITA,51292,3156502
MG,FERROS,45179,3125903
BA,PALMEIRAS,37710,2923506
MG,IBIAÍ,45918,3129608
MG,SÃO JOÃO DO ORIENTE,52515,3162609
RS,CASEIROS,85880,4304952
MG,ABADIA DOS DOURADOS,40010,3100104
MG,BOCAINA DE MINAS,41432,3107208
MG,CAPITÃO ENÉAS,42536,3112703
MA,BARÃO DE GRAJAÚ,7293,2101509
RS,MORRO REUTER,87149,4312476
BA,CRAVOLÂNDIA,34894,2909505
PR,CONTENDA,75213,4106209
GO,MARA ROSA,94510,5212808
PR,CAPITÃO LEÔNIDAS MARQUES,74896,4104600
SP,ASPÁSIA,61522,3503950
MG,PINTÓPOLIS,41386,3150570
RS,CENTENÁRIO,86541,1704105
PR,CRUZMALTINA,75264,4106852
SP,BADY BASSITT,61913,3504602
MG,MATERLÂNDIA,48119,3140605
PR,MERCEDES,74560,4115853
MG,OURO BRANCO,49174,2408508
MG,ITINGA,46795,3134004
MS,RIBAS DO RIO PARDO,91413,5007109
PE,VERTENTE DO LÉRIO,23086,2616183
MG,IJACI,46078,3130408
RN,UPANEMA,18899,2414605
MG,SENADOR FIRMINO,53139,3165701
MG,RIO PARANAÍBA,51098,3155504
SC,VIDAL RAMOS,83771,4219200
PB,LASTRO,20699,2508406
BA,COCOS,34614,2908101
RN,JAÇANÃ,16977,2405009
PR,NOVA LONDRINA,77259,4117107
BA,IBIRATAIA,35599,2912905
MG,CENTRAL DE MINAS,43133,3115706
RS,FORMIGUEIRO,86657,4308409
MG,PAIVA,49310,3146602
PB,SERRA DA RAIZ,22136,2515609
SP,NATIVIDADE DA SERRA,67474,3532306
MG,CLARO DOS POÇÕES,43290,3116506
MG,SÃO ROQUE DE MINAS,52850,3164308
RS,PARAÍ,87831,4314001
MG,ITAMOGI,46574,3132909
GO,BALIZA,92614,5203104
MG,CAMPINA VERDE,42218,3111101
MG,ASTOLFO DUTRA,40916,3104601
TO,ITAPIRATINS,73202,1710904
AL,BOCA DA MATA,27197,2701001
MS,RIO VERDE DE MATO GROSSO,91472,5007406
RS,MAMPITUBA,88943,4311734
BA,BOA VISTA DO TUPIM,33758,2903805
SP,SÃO SEBASTIÃO DA GRAMA,71170,3550803
RN,TENENTE ANANIAS,18791,2414100
RS,CONDOR,86118,4305702
PR,SANTA MARIANA,78530,4123907
TO,GOIANORTE,92240,1708304
SE,SÃO FRANCISCO,32379,2513984
RS,BOM JESUS,85456,2201903
MT,NOVA CANAÃ DO NORTE,98752,5106216
SC,IMBUIA,81450,4207403
MG,PEDRALVA,49816,3149101
MA,MARACAÇUMÉ,7889,2106326
MG,SÃO JOSÉ DA VARGINHA,52612,3163102
MG,GUARDA-MOR,45713,3128600
RS,TUPANCIRETÃ,89478,4322202
PR,VENTANIA,74900,4128534
SC,IBIRAMA,81353,4206900
PI,SÃO JULIÃO,12050,2210300
RS,MORRO REDONDO,86185,4312450
PE,DORMENTES,23140,2605152
PR,IVATUBA,76252,4111605
PR,PARANAPOEMA,77470,4118303
MA,MARAJÁ DO SENA,7900,2106359
MG,SANTA MARGARIDA,51578,3157906
ES,CONCEIÇÃO DA BARRA,56316,3201605
MG,CARANDAÍ,42633,3113206
MG,COUTO DE MAGALHÃES DE MINAS,44016,3120102
RN,ALEXANDRIA,16098,2400505
PR,PRIMEIRO DE MAIO,77895,4120507
PB,RIACHO DOS CAVALOS,21571,2512804
MA,GRAÇA ARANHA,7919,2104701
GO,PIRACANJUBA,95397,5217104
SP,BOFETE,62375,3506904
SC,CATANDUVAS,80772,4105003
MG,VARGEM ALEGRE,40908,3170578
SC,JOSÉ BOITEUX,80101,4209151
CE,SANTANA DO CARIRI,15431,2312106
MG,DOM SILVÉRIO,44539,3122702
PR,NOVA AMÉRICA DA COLINA,77178,4116604
PB,SÃO DOMINGOS DO CARIRI,19224,2513943
MG,ORIZÂNIA,41246,3145877
RS,MATO LEITÃO,87041,4312153
RN,SÃO TOMÉ,18554,2412906
PI,SANTANA DO PIAUÍ,10480,2209351
RN,FERNANDO PEDROZA,16144,2403756
MG,CAMPOS ALTOS,42293,3111507
AM,SÃO PAULO DE OLIVENÇA,2755,1303908
MG,NOVO CRUZEIRO,49050,3145307
MG,CORONEL XAVIER CHAVES,43931,3119708
RS,BOM RETIRO DO SUL,85472,4302402
PR,SÃO JORGE DO IVAÍ,78794,4125308
PB,CUITEGI,20052,2505204
SC,BOCAINA DO SUL,81280,4202438
AL,PAULO JACINTO,28312,2706604
RS,DILERMANDO DE AGUIAR,88188,4306379
BA,MIGUEL CALMON,37257,2921203
SP,CÁSSIA DOS COQUEIROS,63193,3510906
RS,IPÊ,84999,4310439
RS,FAXINAL DO SOTURNO,86576,4308003
RN,LUÍS GOMES,17396,2407005
PR,VIRMOND,74969,4128658
RO,CACAULÂNDIA,620,1100601
SC,BRAÇO DO TROMBUDO,80420,4202859
MG,CARANAÍBA,42617,3113107
SE,BARRA DOS COQUEIROS,31119,2800605
PI,CORONEL JOSÉ DIAS,10243,2202851
PE,RIO FORMOSO,25372,2611903
SP,PIRANGI,68810,3539004
SC,ANGELINA,80179,4200903
SP,AREIÓPOLIS,61719,3503604
MG,SANTO ANTÔNIO DO RIO ABAIXO,52094,3160504
SP,RIFAINA,69736,3543600
SP,MONTE ALEGRE DO SUL,67253,3531209
MG,URUCUIA,40886,3170529
SC,SÃO CRISTÓVÃO DO SUL,80942,4216057
PB,DAMIÃO,19275,2505352
MT,JACIARA,90956,5104807
BA,FLORESTA AZUL,35190,2911006
ES,BOM JESUS DO NORTE,56219,3201100
MG,CENTRALINA,43150,3115805
PR,SALTO DO LONTRA,78379,4123006
PE,SALGUEIRO,25437,2612208
MG,PEÇANHA,49719,3148608
MG,ALAGOA,40258,3101300
GO,NOVA AURORA,94935,4116703
PR,MISSAL,84697,4116059
MG,CRISTIANO OTONI,44075,3120409
BA,GAVIÃO,30937,2911253
MG,AGUANIL,40150,3100807
MG,PEDRA DOURADA,49794,3149002
GO,ANICUNS,92258,5201306
MG,LUISBURGO,40983,3138674
PR,IBEMA,74020,4109757
MG,BARÃO DE COCAIS,41076,3105400
GO,ITAPIRAPUÃ,94153,5211008
RS,PORTO VERA CRUZ,87483,4315073
BA,ITAPITANGA,36331,2916609
RS,BOQUEIRÃO DO LEÃO,84921,4302451
SP,ÁGUAS DA PRATA,61077,3500402
PI,ANÍSIO DE ABREU,10138,2200707
MT,NOVO MUNDO,90808,5106265
PA,VITÓRIA DO XINGU,4405,1508357
MG,PAVÃO,49697,3148509
ES,MUCURICI,56715,3203601
MS,SANTA RITA DO PARDO,91863,5007554
MG,VOLTA GRANDE,54437,3172103
RO,MONTE NEGRO,663,1101401
PB,LUCENA,20737,2508604
SC,COCAL DO SUL,80306,4204251
RS,BARÃO DO TRIUNFO,86347,4301750
MG,ESPÍRITO SANTO DO DOURADO,44873,3124401
CE,PARAMBU,15075,2310308
MG,WENCESLAU BRAZ,54216,3172202
MA,BELÁGUA,7161,2101731
SP,BENTO DE ABREU,62235,3506201
PE,INGAZEIRA,24414,2607109
PR,RIBEIRÃO CLARO,78131,4121802
RS,ROLADOR,89400,4315958
MS,INOCÊNCIA,90875,5004403
MA,CAJAPIÓ,7455,2102408
PB,JUNCO DO SERIDÓ,20575,2507804
ES,ATÍLIO VIVÁCQUA,56138,3200706
SP,BARÃO DE ANTONINA,62014,3505005
SP,PARAPUÃ,68217,3536000
MT,PLANALTO DA SERRA,90344,5106455
PB,MARCAÇÃO,19968,2509057
PA,MARAPANIM,4871,1504406
SP,TERRA ROXA,71897,3554409
PB,AROEIRAS,19259,2501302
RS,SEVERIANO DE ALMEIDA,89133,4320602
PI,FRANCISCO MACEDO,12378,2204154
AC,MARECHAL THAUMATURGO,1040,1200351
SP,ÓLEO,67776,3533809
SP,PARANAPANEMA,68179,3535804
PR,CAMPINA DA LAGOA,74756,4103909
MG,LASSANCE,47619,3138104
ES,IBITIRAMA,56502,3202553
PI,JATOBÁ DO PIAUÍ,12394,2205276
AL,CHÃ PRETA,27375,2701902
SP,SANTO ANTÔNIO DO PINHAL,70653,3548203
RO,VALE DO PARAÍSO,558,1101807
RN,TENENTE LAURENTINO CRUZ,16004,2414159
PR,MARILUZ,76899,4115101
MG,JACUÍ,46957,3134806
RS,PINHAL GRANDE,87386,4314472
PR,SÃO JOÃO DO TRIUNFO,78778,4125100
RN,EQUADOR,16675,2403400
SC,GALVÃO,81094,4205605
MT,GAÚCHA DO NORTE,90824,5103858
PR,SALGADO FILHO,78336,4122800
SP,VISTA ALEGRE DO ALTO,72419,3556909
MT,JUSCIMEIRA,91898,5105200
PB,ÁGUA BRANCA,19011,2200202
MG,MONTE FORMOSO,41084,3143153
CE,NOVA OLINDA,14850,1714880
BA,SÍTIO DO MATO,39144,2930758
PI,MANOEL EMÍDIO,11177,2205904
PR,DOUTOR CAMARGO,75434,4107306
SP,SANTA BRANCA,70211,3546009
SP,IEPÊ,64998,3519907
RS,CIDREIRA,85804,4305454
AL,PINDOBA,28398,2707008
PR,CAMPO BONITO,74780,4104055
PR,FRANCISCO ALVES,79774,4108320
RN,LAGOA DE VELHOS,17272,2406403
TO,DIANÓPOLIS,93416,1707009
PR,LUPIONÓPOLIS,76694,4113809
MA,SAMBAÍBA,8931,2109700
RN,ÁGUA NOVA,16071,2400406
PA,SAPUCAIA,4847,1507755
SP,PEREIRAS,68519,3537503
MG,ENTRE FOLHAS,40185,3123858
PA,PALESTINA DO PARÁ,4162,1505494
MG,PIRANGUINHO,50199,3151008
GO,OURO VERDE DE GOIÁS,95052,5215405
PB,CARRAPATEIRA,19836,2504108
AC,MANOEL URBANO,1554,1200344
SC,SALTO VELOSO,83038,4215406
PR,PORECATU,77798,4120002
SP,RESTINGA,69558,3542701
RS,TAPEJARA,89214,4126801
PR,SALTO DO ITARARÉ,78352,4122909
SC,ARMAZÉM,80292,4201505
PR,IRACEMA DO OESTE,74403,4110656
BA,JUSSARI,30694,2918555
SC,PONTE ALTA DO NORTE,80926,4213351
MG,PORTEIRINHA,50431,3152204
RN,SÃO JOSÉ DO CAMPESTRE,18430,2412302
MG,MARTINS SOARES,41041,3140530
BA,FEIRA DA MATA,35149,2910776
MA,DUQUE BACELAR,7757,2103901
SP,BOCAINA,62359,2201804
GO,PILAR DE GOIÁS,95354,5216908
BA,ALMADINA,33170,2900900
MG,PRESIDENTE KUBITSCHEK,50652,3153301
RS,CAPÃO DO CIPÓ,89141,4304655
PI,NOVO ORIENTE DO PIAUÍ,11371,2206902
SP,ONDA VERDE,67814,3534005
TO,CARRASCO BONITO,73423,1703891
SP,TAMBAÚ,71676,3553302
MG,PASSA QUATRO,49514,3147600
SE,ILHA DAS FLORES,31534,2802700
GO,CABECEIRAS,92797,5204003
SP,IPUÃ,65277,3521309
PB,MÃE DÁGUA,20753,2508703
RS,ALTO FELIZ,86282,4300570
SP,OSCAR BRESSANE,67911,3534500
RN,FRUTUOSO GOMES,17515,2404002
BA,TEODORO SAMPAIO,39276,2931400
SP,MIRACATU,66990,3529906
SC,TREZE DE MAIO,83615,4218400
MS,CAMAPUÃ,90492,5002605
MG,CACHOEIRA DOURADA,41955,3109808
RS,HORIZONTINA,86916,4309605
MG,SÃO PEDRO DA UNIÃO,52779,3163904
RJ,DUAS BARRAS,58319,3301603
MG,NOVA MÓDICA,48976,3144904
GO,DOVERLÂNDIA,96750,5207253
MG,ANTÔNIO CARLOS,40576,3102902
RS,NOVO MACHADO,87289,4313425
MG,ITAPAGIPE,46671,3133402
GO,IVOLÂNDIA,94277,5211602
MG,VERÍSSIMO,54232,3171105
BA,SAUBARA,38946,2929750
BA,SERRA PRETA,39071,2930402
AM,GUAJARÁ,2020,1301654
AL,BARRA DE SÃO MIGUEL,27111,2501708
BA,BURITIRAMA,30791,2904753
MA,BOM LUGAR,7285,2102077
TO,OLIVEIRA DE FÁTIMA,73466,1715507
RS,ENTRE-IJUÍS,85103,4306932
SP,URU,72192,3555901
PE,TERRA NOVA,26034,2615201
MG,MACHACALIS,47775,3138906
PR,BELA VISTA DO PARAÍSO,74535,4102802
PR,ABATIÁ,74012,4100103
SE,GRACCHO CARDOSO,31518,2802601
PE,CALÇADO,23655,2603306
MG,DIOGO DE VASCONCELOS,44334,3121704
AP,TARTARUGALZINHO,6173,1600709
PI,VÁRZEA GRANDE,12270,2211407
SC,GOVERNADOR CELSO RAMOS,81116,4206009
BA,BUERAREMA,33936,2904704
SP,PANORAMA,68098,3535408
GO,MOSSÂMEDES,94757,5213905
MG,AMPARO DO SERRA,40495,3102506
SP,SANTA LÚCIA,70394,3546900
RS,IBIRAPUITÃ,84964,4309951
RN,TIBAU DO SUL,18813,2414209
PR,SÃO MANOEL DO PARANÁ,74845,4125555
PR,CAFEZAL DO SUL,74209,4103479
PB,NAZAREZINHO,21016,2510006
ES,RIO BANANAL,57118,3204351
PB,SERTÃOZINHO,19186,2515930
MG,SERITINGA,53279,3166402
PI,CURRAL NOVO DO PIAUÍ,12181,2203271
RS,MAQUINÉ,86967,4311775
PI,MATIAS OLÍMPIO,11215,2206100
SP,SANDOVALINA,70114,3545506
SP,CAJOBI,62871,3509304
PI,GUADALUPE,10898,2204501
SP,UNIÃO PAULISTA,72150,3555703
MG,SÃO SEBASTIÃO DO RIO PRETO,52957,3164803
MG,ARANTINA,40711,3103603
MG,SÃO SEBASTIÃO DO OESTE,52914,3164605
TO,ANGICO,73075,1701051
SP,PORANGABA,69116,3540507
PR,TEIXEIRA SOARES,79138,4127007
MG,SANTA EFIGÊNIA DE MINAS,51497,3157500
PR,GUARACI,75795,3517901
SP,QUADRA,62162,3541653
MG,CAJURI,42030,3110202
MA,LUÍS DOMINGUES,8230,2106201
PI,CRISTINO CASTRO,10618,2203107
TO,LAGOA DA CONFUSÃO,73385,1711902
SP,JAMBEIRO,65994,3524907
RN,SERRA NEGRA DO NORTE,18651,2413409
PR,QUATRO PONTES,74683,4120853
PR,DIAMANTE DOESTE,75400,4107157
RS,LAGOA DOS TRÊS CANTOS,86886,4311270
PB,RIACHÃO DO BACAMARTE,19127,2512754
TO,PUGMIL,73571,1718451
RS,EREBANGO,85081,4306973
SP,CÂNDIDO RODRIGUES,63037,3510104
GO,AVELINÓPOLIS,92550,5202809
RS,SÃO VENDELINO,85383,4319752
PB,SANTA CECÍLIA,20001,2513158
MG,BUGRE,41769,3109253
PR,TUNEIRAS DO OESTE,79316,4127908
PR,INDIANÓPOLIS,79618,3130705
MA,AXIXÁ,7218,2101103
SP,ALTAIR,61174,3500907
GO,BONFINÓPOLIS,92029,5203559
AM,UARINI,98493,1304260
SP,NOVA ALIANÇA,67571,3532801
MG,ALTO JEQUITIBÁ,50695,3153509
PI,SÃO JOÃO DO ARRAIAL,10987,2209971
BA,PRESIDENTE JÂNIO QUADROS,38156,2925709
BA,NOVA FÁTIMA,37567,2922730
MG,HELIODORA,45837,3129202
PB,MATURÉIA,19984,2509396
PI,SANTO ANTÔNIO DE LISBOA,11878,2209401
PB,VÁRZEA,22438,2414704
RS,MANOEL VIANA,86940,4311759
TO,CRISTALÂNDIA,93238,1706100
PI,CARACOL,10499,2202505
RS,MONTE ALEGRE DOS CAMPOS,88803,4312377
MG,SÃO JOSÉ DO JACURI,52698,3163508
SP,SANTA FÉ DO SUL,70335,3546603
MG,PERDIGÃO,49930,3149705
AM,MARAÃ,2593,1302801
RS,DAVID CANABARRO,86231,4306304
MG,RIBEIRÃO VERMELHO,50938,3154705
BA,BIRITINGA,33715,2903607
RS,LAJEADO DO BUGRE,86860,4311429
RN,IPANGUAÇU,16918,2404705
MG,JOAQUIM FELÍCIO,47279,3136405
MG,FELIXLÂNDIA,45136,3125705
RS,TRÊS PALMEIRAS,86142,4321857
MG,CARRANCAS,42919,3114600
RS,RONDA ALTA,88250,4316105
RS,TURUÇU,88501,4322327
RS,SANTA BÁRBARA DO SUL,88374,4316709
MT,SAPEZAL,90727,5107875
MG,JUVENÍLIA,40940,3136959
PB,SÃO JOSÉ DE ESPINHARAS,21890,2514404
RN,SÃO BENTO DO TRAIRÍ,18333,2411700
SP,MURUTINGA DO SUL,67431,3532108
PB,GURJÃO,20311,2506509
MG,PIEDADE DE CARATINGA,41343,3150158
PB,MALTA,20770,2508802
RO,CORUMBIARA,655,1100072
AL,OLHO DÁGUA DO CASADO,28150,2705804
SC,SANTA TEREZINHA DO PROGRESSO,81507,4215687
PR,NOVA OLÍMPIA,79677,4117206
AL,SENADOR RUI PALMEIRA,28916,2708956
BA,ÉRICO CARDOSO,33090,2900504
PE,ITAÍBA,24490,2607505
RS,UNISTALDA,88480,4322376
GO,MONTIVIDIU,92363,5213756
MG,NATALÂNDIA,41106,3144375
SC,SÃO LUDGERO,83356,4217006
BA,PLANALTINO,37990,2924900
RS,CHUÍ,88846,4305439
MG,JOAÍMA,47198,3136009
PR,SANTA MÔNICA,74829,4123956
MG,SÃO GONÇALO DO PARÁ,52353,3161809
GO,DIVINÓPOLIS DE GOIÁS,93092,5208301
PR,JABOTI,76279,4111704
SP,EUCLIDES DA CUNHA PAULISTA,61000,3515350
PB,SÃO JOÃO DO TIGRE,21830,2514107
PR,MOREIRA SALES,77070,4116109
MG,PRESIDENTE BERNARDES,50610,3153103
SC,LAJEADO GRANDE,80586,4209458
MG,LAGOA GRANDE,40347,2608750
GO,ITAUÇU,94234,5211404
BA,SANTA CRUZ DA VITÓRIA,38571,2927804
SE,AMPARO DE SÃO FRANCISCO,31011,2800100
MG,GONÇALVES,45470,3127404
PE,LAGOA DOS GATOS,24732,2608701
PR,GENERAL CARNEIRO,75671,4108502
PB,SÃO SEBASTIÃO DE LAGOA DE ROÇA,22039,2515104
PB,OLIVEDOS,21113,2510501
RS,MONTAURI,85820,4312351
MG,CAPUTIRA,42579,3112901
SC,TREZE TÍLIAS,83631,4218509
TO,MONTE DO CARMO,94692,1713601
PR,UNIFLOR,79391,4128302
PR,AMAPORÃ,74152,4100905
SP,HOLAMBRA,61743,3519055
PE,JATAÚBA,24597,2608008
RJ,RIO CLARO,58874,3304409
AL,BARRA DE SANTO ANTÔNIO,27090,2700508
RN,NOVA CRUZ,17655,2408300
PR,ARIRANHA DO IVAÍ,75086,4101853
PI,SANTA CRUZ DOS MILAGRES,10448,2209153
SP,ITAJU,65412,3522000
PB,VISTA SERRANA,20117,2505501
RO,CUJUBIM,680,1100940
PB,SÃO JOSÉ DO BONFIM,21938,2514602
PR,RESERVA DO IGUAÇU,75604,4121752
RN,ITAÚ,16950,2404903
MG,PASSA TEMPO,49530,3147709
SP,MARAPOAMA,61867,3528858
PR,BORRAZÓPOLIS,74632,4103305
GO,CROMÍNIA,93319,5206503
SP,MIRASSOLÂNDIA,67091,3530409
PR,NOSSA SENHORA DAS GRAÇAS,77135,4116406
PI,ILHA GRANDE,10820,2204659
SP,PLANALTO,68934,2925006
CE,IPAUMIRIM,14150,2305704
RS,ALTO ALEGRE,84808,1400050
SC,PALMEIRA,81566,4117701
TO,SANTA MARIA DO TOCANTINS,73130,1718881
MG,PAULISTAS,49670,3148400
RN,JARDIM DE PIRANHAS,17094,2405603
MG,LIMEIRA DO OESTE,40363,3138625
MS,BANDEIRANTES,90298,4102406
RS,MORMAÇO,87106,4312427
MG,SIMÃO PEREIRA,53490,3167509
PR,QUARTO CENTENÁRIO,75582,4120655
PB,SOSSÊGO,19283,2516151
MG,BERTÓPOLIS,41319,3106606
PB,SANTA CRUZ,21652,2411205
TO,CAMPOS LINDOS,73091,1703842
RS,SOBRADINHO,89176,2930774
PE,SANTA TEREZINHA,25550,2612802
GO,MIMOSO DE GOIÁS,92347,5213053
TO,MATEIROS,73270,1712702
CE,MORAÚJO,14770,2308807
SC,MONDAÍ,82155,4211009
RS,ACEGUÁ,88986,4300034
MA,BERNARDO DO MEARIM,7200,2101939
CE,ITAIÇABA,14257,2306207
BA,ITATIM,36382,2916856
RN,SÍTIO NOVO,18716,2111805
AL,CACIMBINHAS,27235,2701209
MT,TERRA NOVA DO NORTE,98957,5108055
PR,RIO BRANCO DO IVAÍ,75620,4122172
SP,PARAIBUNA,68136,3535606
PR,BOA VISTA DA APARECIDA,79812,4103057
MG,URUANA DE MINAS,42463,3170479
AL,CAMPO ALEGRE,27278,2701407
SC,SANTO AMARO DA IMPERATRIZ,83097,4215703
MG,NOVORIZONTE,41181,3145372
RN,PORTO DO MANGUE,16284,2410256
CE,PIQUET CARNEIRO,15199,2310902
PR,GODOY MOREIRA,74004,4108551
MS,TACURU,98159,5007950
MG,CAPIM BRANCO,42498,3112505
RS,IVORÁ,85626,4310751
BA,IRAJUBA,35858,2914208
MT,ITANHANGÁ,91103,5104542
RJ,VARRE-SAI,58084,3306156
PA,SANTA CRUZ DO ARARI,5274,1506401
MT,DENISE,98337,5103452
RS,DONA FRANCISCA,86312,4306700
CE,MARTINÓPOLE,14591,2307908
MG,ÁGUA COMPRIDA,40134,3100708
SP,EMBAÚBA,61182,3514957
MT,ARAPUTANGA,89893,5101258
SC,LUZERNA,81809,4210035
SP,ALTINÓPOLIS,61190,3501004
MG,SÃO FRANCISCO DO GLÓRIA,52272,3161403
SC,PASSO DE TORRES,80403,4212254
RS,BOA VISTA DO CADEADO,89044,4302220
MG,VIRGOLÂNDIA,54399,3171907
RS,GRAMADO XAVIER,86789,4309159
RS,GETÚLIO VARGAS,86770,4308904
RS,VILA FLORES,86061,4323309
RS,PAIM FILHO,87750,4313607
SE,PACATUBA,31976,2309706
MA,PERI MIRIM,8656,2108405
SC,BELA VISTA DO TOLDO,81221,4202131
RS,DOUTOR MAURÍCIO CARDOSO,84883,4306734
MT,RIBEIRÃOZINHO,90441,5107198
SP,LOURDES,62022,3527256
PR,CATANDUVAS,74977,4105003
GO,PORTEIRÃO,93424,5218052
PR,MANFRINÓPOLIS,75469,4114351
RS,MATO CASTELHANO,87025,4312138
MS,PARANHOS,91847,5006358
GO,SANTA TEREZINHA DE GOIÁS,95893,5219704
SP,NOVAIS,61409,3533254
AL,JAPARATINGA,27715,2703601
MA,MARANHÃOZINHO,7927,2106375
SP,REDENÇÃO DA SERRA,69477,3542305
MG,BELA VISTA DE MINAS,41190,3106002
GO,CRISTIANÓPOLIS,93270,5206305
MG,IPIAÇU,46272,3131406
PA,JACAREACANGA,4200,1503754
MG,PIEDADE DE PONTE NOVA,50032,3150208
RS,MAÇAMBARÁ,88447,4311718
SP,MARIÁPOLIS,66796,3528908
PI,HUGO NAPOLEÃO,10910,2204600
RN,MONTANHAS,17531,2407708
BA,BREJOLÂNDIA,33871,2904407
RS,CHAPADA,86037,4305306
RS,RIOZINHO,85740,4315750
MG,DIVISA ALEGRE,40126,3122355
RS,CHUVISCA,88269,4305447
SP,BOM SUCESSO DE ITARARÉ,61786,3507159
PR,PAULA FREITAS,77534,4118600
MG,BUENÓPOLIS,41831,3109204
MG,AIURUOCA,40231,3101201
MG,CARMO DA MATA,42790,3114006
AM,SILVES,2771,1304005
BA,UAUÁ,39390,2932002
MG,SÃO BENTO ABADE,52159,3160801
CE,CATUNDA,13447,2303659
ES,SÃO DOMINGOS DO NORTE,56006,3204658
PI,FRANCISCO AYRES,10812,2204105
MG,ESTRELA DO SUL,44954,3124807
SP,ARCO-ÍRIS,62065,3503356
SP,PONTES GESTAL,69078,3540309
RS,TAVARES,89710,2516607
SP,RIBEIRÃO CORRENTE,69639,3543105
RN,CAIÇARA DO NORTE,16047,2401859
AM,URUCURITUBA,2879,1304401
MA,NOVA COLINAS,7986,2107258
GO,TROMBAS,92789,5221452
RS,NOVA HARTZ,84816,4313060
MG,CABECEIRA GRANDE,41785,3109451
SC,RIO FORTUNA,82937,4214904
SC,RIO DO CAMPO,82856,4214508
RN,SÃO PEDRO,18511,2412708
PB,SÃO JOSÉ DOS RAMOS,19046,2514453
MG,CÔNEGO MARINHO,41904,3117836
RN,ALMINO AFONSO,16110,2400604
SP,SÃO JOÃO DAS DUAS PONTES,70858,3549201
MG,LIMA DUARTE,47716,3138609
RO,ITAPUÃ DO OESTE,493,1101104
GO,CACHOEIRA DE GOIÁS,92835,5204201
SP,DIRCE REIS,61123,3513850
MG,RIO DO PRADO,51012,3155108
SC,CAPÃO ALTO,81248,4203253
MG,NATÉRCIA,48879,3144409
RS,CHARRUA,86568,4305371
MG,MONTE SANTO DE MINAS,48631,3143203
RN,BOM JESUS,16330,2201903
MG,SANTA HELENA DE MINAS,41505,3157658
MG,SÃO PEDRO DO SUAÇUÍ,52817,3164100
MG,CAMACHO,42072,3110400
CE,URUOCA,15792,2313906
MT,CONQUISTA DOESTE,91006,5103361
GO,SANTA RITA DO ARAGUAIA,95834,5219407
PB,NOVA OLINDA,21059,1714880
RN,LAGOA NOVA,17299,2406502
MG,VEREDINHA,42544,3171071
RS,CARAÁ,88340,4304713
RS,LAGOA BONITA DO SUL,89281,4311239
MT,NOVA MARINGÁ,90123,5108907
RS,BOA VISTA DO INCRA,89060,4302238
RN,GALINHOS,16799,2404101
CE,JATI,14451,2307205
SP,BRODOWSKI,62570,3507803
MG,SÃO JOÃO DO PACUÍ,40762,3162658
MA,ARARI,7196,2101004
MG,SARDOÁ,53090,3165503
GO,ITAJÁ,94110,2404853
RS,SÃO JOSÉ DOS AUSENTES,87726,4318622
SP,PARISI,61824,3536257
MG,JENIPAPO DE MINAS,42285,3135456
MG,ITAÚ DE MINAS,54453,3133758
PR,SANTA IZABEL DO OESTE,78514,4123808
GO,GUARAÍTA,93149,5209291
RS,MAXIMILIANO DE ALMEIDA,87459,4312203
RR,BONFIM,3077,1400159
PB,SÃO JOSÉ DA LAGOA TAPADA,21857,2514206
SP,ITAJOBI,65390,3521903
SC,SIDERÓPOLIS,83470,4217600
ES,MUQUI,56758,3203809
SC,PALMA SOLA,82350,4212007
MG,SÃO JOÃO DA LAGOA,40703,3162252
MT,ARENÁPOLIS,90255,5101308
BA,PIATÃ,37877,2924306
MG,PEQUERI,49891,3149507
MG,DONA EUSÉBIA,44571,3122900
MG,VARJÃO DE MINAS,42501,3170750
MT,ALTO PARAGUAI,90093,5100508
RS,ESTRELA VELHA,88404,4307815
SP,MOMBUCA,67199,3530904
MG,SALTO DA DIVISA,51411,3157104
SC,SÃO JOÃO DO SUL,83232,4216404
SE,FREI PAULO,31453,2802304
PR,TERRA ROXA,79219,3554409
TO,ARAGOMINAS,73334,1701309
RS,RIO DOS ÍNDIOS,87548,4315552
BA,NILO PEÇANHA,37532,2922607
AL,QUEBRANGULO,28517,2707602
SC,VITOR MEIRELES,80128,4219358
PB,CAMALAÚ,19798,2503902
RR,ALTO ALEGRE,3050,1400050
SC,PEDRAS GRANDES,82430,4212403
TO,RIACHINHO,73024,1718550
PR,ANAHY,74101,4101051
AL,DOIS RIACHOS,27499,2702504
PB,AREIA DE BARAÚNAS,19909,2501153
PA,NOVA TIMBOTEUA,4995,1505007
PB,MONTE HOREBE,20931,2509602
MG,PORTO FIRME,50458,3152303
PI,TANQUE DO PIAUÍ,12521,2210979
SP,PALMARES PAULISTA,68039,3535101
MG,SENADOR JOSÉ BENTO,53155,3165800
RS,SÃO JOÃO DA URTIGA,84859,4318424
MG,JOSÉ RAYDAN,42323,3136553
PI,CARIDADE DO PIAUÍ,12165,2202554
PR,ITAIPULÂNDIA,75000,4110953
MT,RONDOLÂNDIA,89960,5107578
GO,CATURAÍ,93033,5205208
RS,NOVA ESPERANÇA DO SUL,85120,4313037
MG,VARGEM GRANDE DO RIO PARDO,42480,3170651
ES,SANTA LEOPOLDINA,56898,3204500
RS,MIRAGUAÍ,87475,4312302
GO,SIMOLÂNDIA,92720,5220686
PI,CANAVIEIRA,10162,2202251
SP,SALMOURÃO,70033,3545100
